silk-to-steel,Use a scarf as a shield or whip.
skinsend,Animate and possess your own skin as if it were a separate creature.
steal-voice,Target gains the croaking spellblight.
symbol-of-mirroring,Triggered rune creates mirror images.
unnatural-lust,Target is compelled to kiss or caress another creature.
unshakable-chill,Target is afflicted with severe cold.
web-shelter,Create a comfortable shelter made of webbing.
"animate-dead,-lesser",Create one skeleton or zombie.
anthropomorphic-animal,Animal becomes bipedal.
ash-storm,Hamper vision and movement.
burrow,Target gains a burrow speed of 15.
countless-eyes,Extra eyes give all-around vision.
distracting-cacophony,Noise makes it difficult to cast.
eldritch-fever,Target gains the eldritch ague spellblight.
eruptive-pustules,Acid boils burst when you are attacked.
excruciating-deformation,Target takes Dex and Con damage.
force-punch,Target takes force damage and is pushed away.
howling-agony,Screaming pain limits the target's actions.
ki-leech,Add to your <i>ki</i> pool when you critically hit.
loathsome-veil,Nauseate and/or sicken weak creatures.
mad-monkeys,Summon a swarm of mischievous monkeys.
marionette-possession,"As <i><a href=""/pathfinderRPG/prd//spells/magicJar.html#_magic-jar"">magic jar</a>, </i>but limited to line of sight."
monstrous-physique-i,Take the form and some of the powers of a Small or Medium monstrous humanoid.
rain-of-frogs,Summon a swarm of poisonous frogs.
reckless-infatuation,Target is compelled to stay near another.
sands-of-time,Target temporarily ages.
strangling-hair,Your hair animates and grapples.
toxic-gift,Target suffers the effect of the poison in you.
unadulterated-loathing,Target is compelled to avoid another creature.
undead-anatomy-i,Take the form and some of the powers of a Small or Medium undead.
vision-of-hell,Illusory hellscape makes creatures shaken.
"age-resistance,-lesser",Ignore penalties from middle age.
agonize-,Pain encourages an outsider to obey you.
control-summoned-creature,Direct a summoned monster as if you had summoned it.
curse-of-magic-negation,Target gains the negated spellblight.
"darkvision,-greater",See 120 ft. in total darkness.
"daze,-mass","As <i><a href=""/pathfinderRPG/prd//spells/daze.html#_daze"">daze</a></i>, but affecting multiple creatures."
"false-life,-greater",Gain 2d10 temporary hp + 1/level.
familiar-melding,Possess your familiar.
fleshworm-infestation,Worms deal hp and Dex damage.
malfunction,Construct behaves oddly for 1 round/level.
malicious-spite,Target is compelled to plot against another.
monstrous-physique-ii,Take the form and some of the powers of a Tiny or Large monstrous humanoid.
overwhelming-grief,Grieving target can take no actions and is denied its Dex bonus.
ride-the-waves,Target can breathe water and swim.
shadow-step,Teleport from one shadow to another.
"simulacrum,-lesser",Creates a double of a weak creature.
symbol-of-revelation,Triggered symbol reveals illusions.
symbol-of-slowing,Triggered rune slows creatures.
terrible-remorse,Creature is compelled to harm itself.
touch-of-slime,Touch infests a target with green slime.
vermin-shape-i-,Take the form and some of the powers of a Small or Medium vermin.
vitriolic-mist,"As <i><a href=""/pathfinderRPG/prd//spells/fireShield.html#_fire-shield"">fire shield</a></i>, except acid damage."
volcanic-storm,Hot rocks deal 5d6 damage.
acidic-spray,1d6/level acid damage plus 1 round of acid.
"astral-projection,-lesser",Limited astral travel.
corrosive-consumption,Acidic patch damages an opponent.
curse-of-disgust,Target is sickened when viewing a trigger.
echolocation,Sonic sense gives you blindsight 40 ft.
fickle-winds,Wind walls selectively block attacks.
icy-prison,Thick ice holds and damages the target.
lightning-arc,Targets in a line take 1d6 electricity/level.
monstrous-physique-iii,Take the form and some of the powers of a Diminutive or Huge monstrous humanoid.
plague-carrier,Target's attacks carry filth fever.
possess-object,Possess and animate one object.
rapid-repair,Construct gains fast healing 5.
smug-narcissism,Target is distracted by its sense of self.
sonic-thrust,Sound moves targets away from you.
soothe-construct,Reduce the berserk chance of a construct.
symbol-of-scrying,Triggered rune activates scrying sensor.
unbreakable-construct,Increase construct hardness or DR.
undead-anatomy-ii,Take the form and some of the powers of a Tiny or Large undead.
vermin-shape-ii,"As <i>vermin shape</i>, but Tiny or Large."
wall-of-sound,Sonic wall deflects and damages creatures.
age-resistance,Ignore penalties from old age.
battlemind-link,You and an ally gain attack and AC bonuses.
cold-ice-strike,Cone of ice slivers deals 1d6 cold/level.
conjure-black-pudding,Summon a black pudding.
"contagion,-greater",Infect a subject with a magical disease.
"curse,-major","As <i><a href=""/pathfinderRPG/prd//spells/bestowCurse.html#_bestow-curse"">bestow curse</a></i>, but harder to remove."
envious-urge,Targets steal from or disarm others.
ice-crystal-teleport,"Target is frozen, then teleported."
leashed-shackles,Target is restricted to a specific location.
monstrous-physique-iv,"As monstrous physique III, with more abilities."
serenity,Peaceful feelings harm those attempting violence.
symbol-of-sealing,"Create triggered <i><a href=""/pathfinderRPG/prd//spells/wallOfForce.html#_wall-of-force"">wall of force</a></i>."
undead-anatomy-iii,Take the form and some of the powers of a Diminutive or Huge undead.
utter-contempt,Target's attitude worsens by two categories.
vengeful-outrage,Target is compelled to destroy one enemy.
"age-resistance,-greater",Ignore penalties from venerable age.
caustic-eruption,Burst deals 1d6 acid/level and lingers.
circle-of-clarity,Emanation hampers illusions and stealth.
control-construct,Take control of a construct.
"create-demiplane,-lesser",Create your own demiplane.
epidemic,Infect a subject with a highly contagious disease.
ice-body,Your body becomes living ice.
joyful-rapture,Negate harmful emotions.
ki-shout,Target takes 1d6 sonic/level and is stunned.
lunar-veil,Dispel light and revert lycanthropes.
plague-storm,"Cloud infects creatures like <i><a href=""/pathfinderRPG/prd//spells/contagion.html#_contagion"">contagion</a></i>."
resonating-word,"Target is damaged, staggered, and stunned."
scouring-winds,Winds block vision and deal 3d6 damage per round.
temporary-resurrection,"Bring a creature to life for 24 hours, after which it dies again."
waves-of-ecstasy,Pleasure stuns and staggers creatures.
call-construct,Summon your construct to you.
create-demiplane,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane,-lesser"">lesser create demiplane</a></i>, but larger and with planar traits."
orb-of-the-void,Sphere inflicts negative levels.
prediction-of-failure,"Target is permanently shaken and sickened, and may gain a spellblight."
undead-anatomy-iv,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/undeadAnatomy.html#_undead-anatomy-iii"">undead anatomy III</a></i>, but with more abilities."
"create-demiplane,-greater","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane"">create demiplane</a></i>, but larger and with more planar traits."
cursed-earth,"Plants die, living creatures catch diseases, or dead creatures rise as zombies."
"icy-prison,-mass","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/icyPrison.html#_icy-prison"">icy prison</a></i>, but it affects 1 creature/level."
interplanetary-teleport,Teleport to another planet.
overwhelming-presence,Creatures bow before you as if you were divine.
ride-the-lightning,Transform into electricity.
symbol-of-strife,Triggered rune makes creatures attack.
symbol-of-vulnerability,Triggered rune gives penalties.
transmute-blood-to-acid,"Target takes acid damage each round, and its attackers take acid damage."
wooden-phalanx,Creates 1d4+2 temporary wood golems to fight for you.
corrosive-touch,Touch attack deals 1d4 acid/level.
icicle-dagger,Masterwork ice dagger deals +1 cold damage.
ray-of-sickening,Ray makes the subject sickened.
summon-minor-monster,Summon 1d3 Tiny animals.
cushioning-bands,Force bands protect against crushing.
"restore-eidolon,-lesser","<i><a href=""/pathfinderRPG/prd//spells/restoration.html#_restoration-lesser"">Lesser restoration</a></i> for an eidolon."
web-shelter,Create a comfortable shelter made of webbing.
agonize-,Pain encourages an outsider to obey you.
control-summoned-creature,Direct a summoned monster as if you had summoned it.
mad-monkeys,Summon a swarm of mischievous monkeys.
marionette-possession,"As magic jar, but limited to line of sight."
rain-of-frogs,Summon a swarm of poisonous frogs.
restore-eidolon,"<i><a href=""/pathfinderRPG/prd//spells/restoration.html#_restoration"">Restoration</a></i> for an eidolon."
"daze,-mass","As <i><a href=""/pathfinderRPG/prd//spells/daze.html#_daze"">daze</a></i>, but affecting multiple creatures."
vitriolic-mist,"As <i><a href=""/pathfinderRPG/prd//spells/fireShield.html#_fire-shield"">fire shield</a></i>, except acid damage."
conjure-black-pudding,Summon a black pudding.
"create-demiplane,-lesser",Create your own demiplane.
ice-crystal-teleport,"Target is frozen, then teleported."
create-demiplane,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane,-lesser"">lesser create demiplane</a></i>, but larger and with planar traits."
eagle-aerie,Summon 1 giant eagle/3 levels.
bungle,Target takes a &#8211;20 penalty on its next attack roll or check.
decompose-corpse,Turn a corpse into a clean skeleton.
delusional-pride,Target is penalized on attacks and checks but gains bonus against charms and compulsions.
diagnose-disease,Detect and identify diseases.
ear-piercing-scream,Deal sonic damage and daze target.
forced-quiet,Target cannot make loud noises.
frostbite,Target takes cold damage and is fatigued.
fumbletongue,Target cannot speak intelligently.
hex-ward,Target gains +4 on saves against witch hexes.
icicle-dagger,Masterwork ice dagger deals +1 cold damage.
interrogation,Target answers questions or suffers pain.
ki-arrow,Arrow deals damage as your unarmed strike.
ray-of-sickening,Ray makes subject sickened.
remove-sickness,"Suppress disease, nausea, and the sickened condition."
restore-corpse,Skeletal corpse grows flesh.
sanctify-corpse,Prevent a corpse from becoming an undead.
shadow-weapon,Create a quasi-real masterwork weapon.
summon-minor-monster,Summon 1d3 Tiny animals.
unprepared-combatant,Target takes &#8211;4 on initiative and Reflex saves.
vocal-alteration,"<a href=""/pathfinderRPG/prd//skills/disguise.html#_disguise"">Disguise</a> target's voice."
youthful-appearance,Target appears younger.
blood-transcription,Learn a spell from the target's blood.
boiling-blood,Targets take fire damage; orcs get +2 Strength.
delay-pain,Ignore pain for 1 hour/level.
disfiguring-touch-,Target becomes disfigured.
ghostly-disguise,You look like a ghost of yourself.
haunting-mists,Creatures are shaken and take Wis damage.
mad-hallucination,Target takes penalties to mental actions.
masterwork-transformation,Make a normal item into a masterwork one.
miserable-pity,Opponents cannot attack a pathetic creature.
pernicious-poison,Target takes a &#8211;4 penalty against poison.
protective-penumbra,Shadow protects the target from light.
share-memory,Share one memory with the target.
silk-to-steel,Use a scarf as a shield or whip.
